nid,Keep?,Title,Contributor,Creation Date,URL,Column,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19
2343,keep,Influence of culture on teachers' attitudes towards technology,"""Creator: Shameem, Ali, Thesis advisor: Hammond, Thomas C. ; Bodzin, Alec M. ; Wiseman, Alexander W. ; Fu, Qiong""",2016-11,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/influence-1,,,,,,,,,,,,,,,,,,,
395098,delete,Influence of culture on teachers' attitudes towards technology,"""Creator: Shameem, Ali - Lehigh University, Creator: Hammond, Thomas C. - Lehigh University""",2016,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/influence-44,,,,,,,,,,,,,,,,,,,
3315,keep,Influence of deposition temperature and front gate materials on negative fixed charges at alumina-silicon interfaces,"""Creator: Cui, Yuxing, Thesis advisor: Strandwitz, Nicholas C.""",2020-08,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/influence-9,,,,,,,,,,,,,,,,,,,
394460,delete,Influence of deposition temperature and front gate materials on negative fixed charges at alumina-silicon interfaces,"""Creator: Cui, Yuxing - Lehigh University, Creator: Strandwitz, Nicholas - Lehigh University""",2020,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/influence-38,,,,,,,,,,,,,,,,,,,
3762,keep,Influence of nanoporosity on biological response of sol-gel-derived 70S30C bioactive glass monoliths,"""Creator: Thamma, Ukrit, Thesis advisor: Jain, Himanshu""",2017-08,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/influence-13,,,,,,,,,,,,,,,,,,,
395169,delete,Influence of nanoporosity on biological response of sol-gel-derived 70S30C bioactive glass monoliths,"""Creator: Thamma, Ukrit - Lehigh University, Creator: Jain, Himanshu - Lehigh University""",2017,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/influence-45,,,,,,,,,,,,,,,,,,,
3311,keep,Influence of Operating Conditions on Morphology and Composition of Anodically Grown Films on Copper in NaHCO3,"""Creator: Alzahrani, Mohammad, Thesis advisor: Misiolek, Wojciech Z.""",2020-05,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/influence-8,,,,,,,,,,,,,,,,,,,
394271,delete,Influence of Operating Conditions on Morphology and Composition of Anodically Grown Films on Copper in NaHCO3,"""Creator: Alzahrani, Mohammad - Lehigh University, Creator: Misiolek, Wojciech Z. - Lehigh University""",2019,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/influence-36,,,,,,,,,,,,,,,,,,,
395336,delete,Information Security in Online Stochastic Systems,"""Creator: Zhang, Ruochi - Lehigh University, Creator: Venkitasubramaniam, Parv - Lehigh University""",2019,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/information-4,,,,,,,,,,,,,,,,,,,
5347,keep,Information Security in Online Stochastic Systems,"""Creator: Zhang, Ruochi, Thesis advisor: Venkitasubramaniam, Parvathinathan""",2019-01,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/information-1,,,,,,,,,,,,,,,,,,,
1580,keep,InGaN Quantum Dots for Efficient Light Emitters,"""Creator: Wei, Xiongliang, Thesis advisor: Wierer, Jonathan J.""",8/1/2021,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/ingan-quantum,,,,,,,,,,,,,,,,,,,
395247,delete,InGaN Quantum Dots for Efficient Light Emitters,"""Creator: Wei, Xiongliang - Lehigh University, Creator: Wierer, Jonathan J. - Lehigh University""",2021,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/ingan-quantum-0,,,,,,,,,,,,,,,,,,,
394402,delete,Inhibition of Bacterial Toxin Activity by Catechins,"""Creator: CHANG, EN HYUNG - Lehigh University, Creator: BROWN, ANGELA C. - Lehigh University""",2020,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/inhibition-0,,,,,,,,,,,,,,,,,,,
5092,keep,Inhibition of Bacterial Toxin Activity by Catechins,"""Creator: CHANG, EN HYUNG, Thesis advisor: Brown, Angela C.""",2020-05,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/inhibition,,,,,,,,,,,,,,,,,,,
395179,delete,Insights into the link between bulk and surface properties of solid oxide fuel cell cathode materials,"""Creator: Tomkiewicz, Alex C. - Lehigh University, Creator: McIntosh, Steven - Lehigh University""",2016,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/insights-link-0,,,,,,,,,,,,,,,,,,,
6737,keep,Insights into the link between bulk and surface properties of solid oxide fuel cell cathode materials,"""Creator: Tomkiewicz, Alex Christian, Thesis advisor: McIntosh, Steven ; Caram, Hugo S. ; Gilchrist, James F. ; Baltrusaitis, Jonas ; Strandwitz, Nicholas ; McIntosh, Steven""",2016-05,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/insights-link,,,,,,,,,,,,,,,,,,,
395089,delete,In-Situ Measurement of Contact Area and Deformation of Soft Materials: Probing Adhesion Hysteresis,"""Creator: Sedaille, Michael - Lehigh University, Creator: Krick, Brandon - Lehigh University""",2017,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/situ-1,,,,,,,,,,,,,,,,,,,
5321,keep,In-Situ Measurement of Contact Area and Deformation of Soft Materials: Probing Adhesion Hysteresis,"""Creator: Sedaille, Michael, Thesis advisor: Krick, Brandon A.""",2017-08,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/situ-measurement,,,,,,,,,,,,,,,,,,,
394975,delete,Integrated Control in Tokamaks using Nonlinear Robust Techniques and Actuator Sharing Strategies,"""Creator: Pajares, Andres - Lehigh University, Creator: Schuster, Eugenio - Lehigh University""",2019,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/integrated-12,,,,,,,,,,,,,,,,,,,
6201,keep,Integrated Control in Tokamaks using Nonlinear Robust Techniques and Actuator Sharing Strategies,"""Creator: Pajares, Andres, Thesis advisor: Schuster, Eugenio""",2019-08,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/integrated-4,,,,,,,,,,,,,,,,,,,
3065,keep,Integration Of Infrared Communications And Design For Modular Robotic Systems (mrs),"""Creator: Ewoniuk, Aaron, Thesis advisor: Perreira, Noel Duke""",2020-01,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/integration-1,,,,,,,,,,,,,,,,,,,
394525,delete,Integration Of Infrared Communications And Design For Modular Robotic Systems (mrs),"""Creator: Ewoniuk, Aaron . - Lehigh University, Creator: Perreira, Noel D. - Lehigh University""",2020,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/integration-8,,,,,,,,,,,,,,,,,,,
428130,delete,Interaction between Virtual and Reality: Real-Time Collision Detection for UAVs in VR scenario,"""Creator: Jin, Zhenyu - Lehigh University, Creator: Motee, Nader - Lehigh University""",2023,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/interaction-14,,,,,,,,,,,,,,,,,,,
7095,keep,Interaction between Virtual and Reality: Real-Time Collision Detection for UAVs in VR scenario,"""Creator: Jin, Zhenyu, Thesis advisor: Motee, Nader""",5/1/2023,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/interaction-4,,,,,,,,,,,,,,,,,,,
2174,keep,Intermittency and the Stochastic Logistic Differential Equation,"""Creator: Dickson, Thomas Gregory, Thesis advisor: Conus, Daniel""",5/1/2021,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/intermittency,,,,,,,,,,,,,,,,,,,
394488,delete,Intermittency and the Stochastic Logistic Differential Equation,"""Creator: Dickson, Thomas G. - Lehigh University, Creator: Conus, Daniel - Lehigh University""",2021,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/intermittency-0,,,,,,,,,,,,,,,,,,,
2091,keep,Internalization of Non-Cx43 Gap Junctions,"""Creator: Fisher, Charles Galen, Thesis advisor: Falk, Matthias M.""",2019-01,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/internalization,,,,,,,,,,,,,,,,,,,
394551,delete,Internalization of Non-Cx43 Gap Junctions,"""Creator: Fisher, Charles G. - Lehigh University, Creator: Falk, Matthias M. - Lehigh University""",2019,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations-206,,,,,,,,,,,,,,,,,,,
3024,keep,International Accreditation and the Standards of US Regional Accrediting Agencies,"""Creator: Taylor, Calley Stevens, Thesis advisor: Wiseman, Alexander W.""",2018-01,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/international-0,,,,,,,,,,,,,,,,,,,
395163,delete,International Accreditation and the Standards of US Regional Accrediting Agencies,"""Creator: Taylor, Calley S. - Lehigh University, Creator: Wiseman, Alexander W. - Lehigh University""",2018,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/international-4,,,,,,,,,,,,,,,,,,,
1584,keep,International School Teacher Perceptions of Their Intercultural Competencies,"""Creator: Te Huki, Jennifer Lynn, Thesis advisor: Beachum, Floyd""",5/1/2022,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/international,,,,,,,,,,,,,,,,,,,
395164,delete,International School Teacher Perceptions of Their Intercultural Competencies,"""Creator: Te Huki, Jennifer L. - Lehigh University, Creator: Beachum, Floyd - Lehigh University""",2022,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/international-5,,,,,,,,,,,,,,,,,,,
394419,delete,Interpretability of Graphical Models,"""Creator: Chen, Chao - Lehigh University, Creator: Xie, Sihong - Lehigh University""",2023,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations-202,,,,,,,,,,,,,,,,,,,
7086,keep,Interpretability of Graphical Models,"""Creator: Chen, Chao, Thesis advisor: Xie, Sihong""",5/1/2023,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/interpretability,,,,,,,,,,,,,,,,,,,
394553,delete,In the Face of the Junta: Political Activism in Thailand and the Junta's Response,"""Creator: Fittry, Dashell R. - Lehigh University, Creator: Deo, Nandini - Lehigh University""",2018,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/face-junta-0,,,,,,,,,,,,,,,,,,,
4089,keep,In the Face of the Junta: Political Activism in Thailand and the Junta's Response,"""Creator: Fittry, Dashell Robert, Thesis advisor: Deo, Nandini""",8/1/2018,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/face-junta,,,,,,,,,,,,,,,,,,,
394845,delete,Inventory Management for Supply Chains with Uncertainty,"""Creator: LI, KANGYE - Lehigh University, Creator: Snyder, Lawrence V. - Lehigh University""",2023,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/inventory-1,,,,,,,,,,,,,,,,,,,
7210,keep,Inventory Management for Supply Chains with Uncertainty,"""Creator: LI, KANGYE, Thesis advisor: Snyder, Lawrence V.""",8/1/2023,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/inventory-0,,,,,,,,,,,,,,,,,,,
394899,delete,Inversion of Sucrose by Invertase and the Separation of Fructose and Glucose by Ion Exchange Chromatography,"""Creator: McDermott, Jack W. - Lehigh University, Creator: Hsu, James T. - Lehigh University""",2020,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/inversion-0,,,,,,,,,,,,,,,,,,,
4752,keep,Inversion of Sucrose by Invertase and the Separation of Fructose and Glucose by Ion Exchange Chromatography,"""Creator: McDermott, Jack Wade, Thesis advisor: Hsu, James T.""",2020-01,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/inversion,,,,,,,,,,,,,,,,,,,
3858,keep,Investigate the design principle of DNA functionalized particles assembly processes,"""Creator: Mao, Runfang, Thesis advisor: Mittal, Jeetain, Thesis advisor: Rangarajan, Srinivas""",1/1/2022,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/investigate,,,,,,,,,,,,,,,,,,,
394866,delete,Investigate the design principle of DNA functionalized particles assembly processes,"""Creator: Mao, Runfang - Lehigh University, Creator: Mittal, Jeetain - Lehigh University""",2022,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/investigate-0,,,,,,,,,,,,,,,,,,,
394631,delete,Investigating Helium Diffusion Systematics with Continuous Ramped Heating Analysis: New Insights and an Application in the Altai Mountains,"""Creator: Guo, Hongcheng - Lehigh University, Creator: Zeitler, Peter K. - Lehigh University""",2023,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/investigating-6,,,,,,,,,,,,,,,,,,,
7161,keep,Investigating Helium Diffusion Systematics with Continuous Ramped Heating Analysis: New Insights and an Application in the Altai Mountains,"""Creator: Guo, Hongcheng, Thesis advisor: Zeitler, Peter K.""",5/1/2023,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/investigating-1,,,,,,,,,,,,,,,,,,,
3727,keep,Investigating Microstructure-Property Relationships of Multiphase Nanocrystalline Alloys,"""Creator: Smeltzer, Joshua, Thesis advisor: Harmer, Martin P.""",8/1/2022,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/investigating,,,,,,,,,,,,,,,,,,,
395125,delete,Investigating Microstructure-Property Relationships of Multiphase Nanocrystalline Alloys,"""Creator: Smeltzer, Joshua - Lehigh University, Creator: Harmer, Martin P. - Lehigh University""",2022,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/investigating-9,,,,,,,,,,,,,,,,,,,
394934,delete,Investigating the shift in proactive and reactive control across time with a low and high working memory load,"""Creator: Mowad, Theresa G. - Lehigh University, Creator: Arrington, Catherine M. - Lehigh University""",2023,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/investigating-8,,,,,,,,,,,,,,,,,,,
7191,keep,Investigating the shift in proactive and reactive control across time with a low and high working memory load,"""Creator: Mowad, Theresa G., Thesis advisor: Arrington, Catherine M.""",5/1/2023,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/investigating-2,,,,,,,,,,,,,,,,,,,
2085,keep,Investigation of elastoplastic ratchetting behavior of Stainless Steel 316 under cyclic uniaxial asymmetric loading at room temperature,"""Creator: Li, Sirui, Thesis advisor: Vermaak, Natasha""",2018-05,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/investigation-15,,,,,,,,,,,,,,,,,,,
394850,delete,Investigation of elastoplastic ratchetting behavior of Stainless Steel 316 under cyclic uniaxial asymmetric loading at room temperature,"""Creator: Li, Sirui - Lehigh University, Creator: Vermaak, Natasha - Lehigh University""",2018,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations-215,,,,,,,,,,,,,,,,,,,
394398,delete,Investigation of Indoor Air Pollution and Volatile Organic Compounds Present in Hospitals and Their Treatment via Photocatalytic Oxidation,"""Creator: Celente, Michael J. - Lehigh University, Creator: Fox, John T. - Lehigh University""",2017,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations-199,,,,,,,,,,,,,,,,,,,
5726,keep,Investigation of Indoor Air Pollution and Volatile Organic Compounds Present in Hospitals and Their Treatment via Photocatalytic Oxidation,"""Creator: Celente, Michael John, Thesis advisor: Fox, John T.""",2017-05,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations-120,,,,,,,,,,,,,,,,,,,
3793,keep,Investigation of Latex Resins for Use in Aerosol Coatings,"""Creator: Gosselin, Brian Robert, Thesis advisor: Pearson, Raymond A.""",2016-05,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/investigation-61,,,,,,,,,,,,,,,,,,,
394608,delete,Investigation of Latex Resins for Use in Aerosol Coatings,"""Creator: Gosselin, Brian R. - Lehigh University, Creator: Pearson, Raymond - Lehigh University""",2016,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations-208,,,,,,,,,,,,,,,,,,,
394405,delete,Investigation of Microstructure Response of 17-4 Stainless Steels to Selected Additive Manufacturing Processes,"""Creator: Chao, Chia-Chun - Lehigh University, Creator: Misiolek, Wojtek - Lehigh University""",2022,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations-201,,,,,,,,,,,,,,,,,,,
4647,keep,Investigation of Microstructure Response of 17-4 Stainless Steels to Selected Additive Manufacturing Processes,"""Creator: Chao, Chia-Chun, Thesis advisor: Misiolek, Wojtek""",8/1/2022,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/investigation-85,,,,,,,,,,,,,,,,,,,
3057,keep,Investigation of Powder Bed Laser Fusion of Tungsten Heavy Alloys,"""Creator: Guo, Tzung-Shin, Thesis advisor: Misiolek, Wojciech Z.""",2020-08,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/investigation-39,,,,,,,,,,,,,,,,,,,
394632,delete,Investigation of Powder Bed Laser Fusion of Tungsten Heavy Alloys,"""Creator: Guo, Tzung-Shin - Lehigh University, Creator: Misiolek, Wojciech Z. - Lehigh University""",2020,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations-210,,,,,,,,,,,,,,,,,,,
394252,delete,Investigation Of The Effect Of Injection Pressure On Cavity Filling Of Hot Runner System,"""Creator: Alemmrani, Mohammed - Lehigh University, Creator: Coulter, John - Lehigh University""",2023,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations-189,,,,,,,,,,,,,,,,,,,
7084,keep,Investigation Of The Effect Of Injection Pressure On Cavity Filling Of Hot Runner System,"""Creator: Alemmrani, Mohammed, Thesis advisor: Coulter, John""",5/1/2023,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations-155,,,,,,,,,,,,,,,,,,,
3691,keep,Investigation of the Factors Affecting Crystallization Kinetics of PLA in Injection Molding,"""Creator: Alzahrnai, Faisal J, Thesis advisor: Coulter, John P.""",2021-05,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/investigation-57,,,,,,,,,,,,,,,,,,,
394272,delete,Investigation of the Factors Affecting Crystallization Kinetics of PLA in Injection Molding,"""Creator: Alzahrnai, Faisal J. - Lehigh University, Creator: Coulter, John P. - Lehigh University""",2021,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations-191,,,,,,,,,,,,,,,,,,,
3215,keep,Investigation of the precipitation and hardening response of maraging stainless steels 17-4 and 13-8+Mo during multi-pass welding,"""Creator: Hamlin, Robert Joseph, Thesis advisor: DuPont, John N.""",2017-08,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/investigation-45,,,,,,,,,,,,,,,,,,,
394644,delete,Investigation of the precipitation and hardening response of maraging stainless steels 17-4 and 13-8+Mo during multi-pass welding,"""Creator: Hamlin, Robert J. - Lehigh University, Creator: DuPont, John N. - Lehigh University""",2017,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations-211,,,,,,,,,,,,,,,,,,,
395010,delete,Investigation of the Selective Laser Melting Process for AlSi10Mg and Al-Mg-Si alloys Fabricated at High Laser Power,"""Creator: Pires, Michael V. - Lehigh University, Creator: Misiolek, Wojciech Z. - Lehigh University""",2021,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations-225,,,,,,,,,,,,,,,,,,,
6390,keep,Investigation of the Selective Laser Melting Process for AlSi10Mg and Al-Mg-Si alloys Fabricated at High Laser Power,"""Creator: Pires, Michael Villela, Thesis advisor: Misiolek, Wojciech Z.""",2021-05,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations-141,,,,,,,,,,,,,,,,,,,
394922,delete,Investigation of Water Requirement Reduction in Natural Gas Combined Cycle Power Plants Equipped with Carbon Capture System,"""Creator: Mohammed Ali, Saif W. - Lehigh University, Creator: Oztekin, Alparslan - Lehigh University""",2019,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations-219,,,,,,,,,,,,,,,,,,,
5190,keep,Investigation of Water Requirement Reduction in Natural Gas Combined Cycle Power Plants Equipped with Carbon Capture System,"""Creator: Mohammed Ali, Saif Watheq, Thesis advisor: Öztekin, Alparslan""",2019-08,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/investigation-98,,,,,,,,,,,,,,,,,,,
395328,delete,Investigation of Wear Mechanism of Gallium Nitride,"""Creator: Zeng, Guosong - Lehigh University, Creator: Krick, Brandon A. - Lehigh University""",2018,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations-238,,,,,,,,,,,,,,,,,,,
5865,keep,Investigation of Wear Mechanism of Gallium Nitride,"""Creator: Zeng, Guosong, Thesis advisor: Krick, Brandon A.""",2018-01,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations-124,,,,,,,,,,,,,,,,,,,
395348,delete,Investigation on the Surface Plasmon Dispersion Engineering with TiN-Based Structures,"""Creator: Zhong, Yiming - Lehigh University, Creator: Tansu, Nelson - Lehigh University""",2017,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations-239,,,,,,,,,,,,,,,,,,,
5308,keep,Investigation on the Surface Plasmon Dispersion Engineering with TiN-Based Structures,"""Creator: Zhong, Yiming, Thesis advisor: Tansu, Nelson""",2017-05,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations-101,,,,,,,,,,,,,,,,,,,
394906,delete,Invisibility and Binarism: How International School Policy Reinforces Educational Inequity for Gender and Sexual Minority Students Worldwide,"""Creator: Meadows, Emily - Lehigh University, Creator: Kong, Peggy - Lehigh University""",2021,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/invisibility-0,,,,,,,,,,,,,,,,,,,
6271,keep,Invisibility and Binarism: How International School Policy Reinforces Educational Inequity for Gender and Sexual Minority Students Worldwide,"""Creator: Meadows, Emily, Thesis advisor: Kong, Peggy, Thesis advisor: Damaschke-Deitrick, Lisa, Thesis advisor: Wiseman, Alexander W., Thesis advisor: Johnson, Nic L.""",2020-01,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/invisibility,,,,,,,,,,,,,,,,,,,
394589,delete,In-vitro assessment of post-traumatic epileptogenesis,"""Creator: Ghiasvand, Shabnam - Lehigh University, Creator: Berdichevsky, Yevgeny - Lehigh University""",2021,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/vitro-0,,,,,,,,,,,,,,,,,,,
6366,keep,In-vitro assessment of post-traumatic epileptogenesis,"""Creator: Ghiasvand, Shabnam, Thesis advisor: Berdichevsky, Yevgeny""",2021-05,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/vitro-assessment,,,,,,,,,,,,,,,,,,,
394233,delete,In vitro Tissue Models of Neurological Disorders,"""Creator: Abedin, Md Joynal - Lehigh University, Thesis advisor: Berdichevsky, Yevgeny - Lehigh University""",2023,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/vitro-tissue-0,,,,,,,,,,,,,,,,,,,
7133,keep,In vitro Tissue Models of Neurological Disorders,"""Creator: Abedin, Md Joynal, Thesis advisor: Berdichevsky, Yevgeny""",1/1/2023,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/vitro-tissue,,,,,,,,,,,,,,,,,,,
395158,delete,Ionic Conductivity and its Role in Oxidation Reactions,"""Creator: Tamimi, Mazin - Lehigh University, Creator: McIntosh, Steven - Lehigh University""",2016,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/ionic-1,,,,,,,,,,,,,,,,,,,
7044,keep,Ionic Conductivity and its Role in Oxidation Reactions,"""Creator: Tamimi, Mazin, Thesis advisor: McIntosh, Steven ; Landskron, Kai ; Schultz, Kelly ; Berger, Bryan W. ; Kothare, Mayuresh V.""",2016-09,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/ionic,,,,,,,,,,,,,,,,,,,
394470,delete,IP Geolocation,"""Creator: Dan, Ovidiu - Lehigh University, Creator: Davison, Brian D. - Lehigh University""",2019,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/ip-geolocation-0,,,,,,,,,,,,,,,,,,,
4846,keep,IP Geolocation,"""Creator: Dan, Ovidiu, Thesis advisor: Davison, Brian D.""",2019-01,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/ip-geolocation,,,,,,,,,,,,,,,,,,,
394536,delete,Is China's One Belt One Road the Death of Western Imperialism,"""Creator: Faust, Brandon - Lehigh University, Creator: Fennell, Vera - Lehigh University""",2023,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/chinas-one-0,,,,,,,,,,,,,,,,,,,
7158,keep,Is China's One Belt One Road the Death of Western Imperialism,"""Creator: Faust, Brandon, Thesis advisor: Fennell, Vera""",1/1/2023,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/chinas-one-belt,,,,,,,,,,,,,,,,,,,
2362,keep,Isolation of Circulating Tumor Cells and Clusters from Blood with Application in Drug Screening,"""Creator: Shi, Wentao, Thesis advisor: Liu, Yaling""",2018-05,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/isolation-1,,,,,,,,,,,,,,,,,,,
395109,delete,Isolation of Circulating Tumor Cells and Clusters from Blood with Application in Drug Screening,"""Creator: Shi, Wentao - Lehigh University, Creator: Liu, Yaling - Lehigh University""",2018,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/isolation-4,,,,,,,,,,,,,,,,,,,
395191,delete,Is the Curious Child Universal? Examining the Frequency and Types of Questions Asked by Turkish Preschoolers' from Middle-class and Low-income Families,"""Creator: Unlutabak, Burcu - Lehigh University, Creator: Nicolopoulou, Ageliki - Lehigh University""",2017,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/curious-child-0,,,,,,,,,,,,,,,,,,,
